date,market_value
1998-10-29,1085.93
1998-10-30,1098.67
1998-11-02,1111.6
1998-11-03,1110.84
1998-11-04,1118.67
1998-11-05,1133.85
1998-11-06,1141.01
1998-11-09,1130.2
1998-11-10,1128.26
1998-11-11,1120.97
1998-11-12,1117.69
1998-11-13,1125.72
1998-11-16,1135.87
1998-11-17,1139.32
1998-11-18,1144.48
1998-11-19,1152.61
1998-11-20,1163.55
1998-11-23,1188.21
1998-11-24,1182.99
1998-11-25,1186.87
1998-11-26,1186.87
1998-11-27,1192.33
1998-11-30,1163.63
1998-12-01,1175.28
1998-12-02,1171.25
1998-12-03,1150.14
1998-12-04,1176.74
1998-12-07,1187.7
1998-12-08,1181.38
1998-12-09,1183.49
1998-12-10,1165.02
1998-12-11,1166.46
1998-12-14,1141.2
1998-12-15,1162.83
1998-12-16,1161.94
1998-12-17,1179.98
1998-12-18,1188.03
1998-12-21,1202.84
1998-12-22,1203.57
1998-12-23,1228.54
1998-12-24,1226.27
1998-12-25,1226.27
1998-12-28,1225.49
1998-12-29,1241.81
1998-12-30,1231.93
1998-12-31,1229.23
1999-01-01,1229.23
1999-01-04,1228.1
1999-01-05,1244.78
1999-01-06,1272.34
1999-01-07,1269.73
1999-01-08,1275.09
1999-01-11,1263.88
1999-01-12,1239.51
1999-01-13,1234.4
1999-01-14,1212.19
1999-01-15,1243.26
1999-01-18,1243.26
1999-01-19,1252.0
1999-01-20,1256.62
1999-01-21,1235.16
1999-01-22,1225.19
1999-01-25,1233.98
1999-01-26,1252.31
1999-01-27,1243.17
1999-01-28,1265.37
1999-01-29,1279.64
1999-02-01,1273.0
1999-02-02,1261.99
1999-02-03,1272.07
1999-02-04,1248.49
1999-02-05,1239.4
1999-02-08,1243.77
1999-02-09,1216.14
1999-02-10,1223.55
1999-02-11,1254.04
1999-02-12,1230.13
1999-02-15,1230.13
1999-02-16,1241.87
1999-02-17,1224.03
1999-02-18,1237.28
1999-02-19,1239.22
1999-02-22,1272.14
1999-02-23,1271.18
1999-02-24,1253.41
1999-02-25,1245.02
1999-02-26,1238.33
1999-03-01,1236.16
1999-03-02,1225.5
1999-03-03,1227.7
1999-03-04,1246.64
1999-03-05,1275.47
1999-03-08,1282.73
1999-03-09,1279.84
1999-03-10,1286.84
1999-03-11,1297.68
1999-03-12,1294.59
1999-03-15,1307.26
1999-03-16,1306.38
1999-03-17,1297.82
1999-03-18,1316.55
1999-03-19,1299.29
1999-03-22,1297.01
1999-03-23,1262.14
1999-03-24,1268.59
1999-03-25,1289.99
1999-03-26,1282.8
1999-03-29,1310.17
1999-03-30,1300.75
1999-03-31,1286.37
1999-04-01,1293.72
1999-04-02,1293.72
1999-04-05,1321.12
1999-04-06,1317.89
1999-04-07,1326.89
1999-04-08,1343.98
1999-04-09,1348.35
1999-04-12,1358.64
1999-04-13,1349.82
1999-04-14,1328.44
1999-04-15,1322.86
1999-04-16,1319.0
1999-04-19,1289.48
1999-04-20,1306.17
1999-04-21,1336.12
1999-04-22,1358.82
1999-04-23,1356.85
1999-04-26,1360.04
1999-04-27,1362.8
1999-04-28,1350.91
1999-04-29,1342.83
1999-04-30,1335.18
1999-05-03,1354.63
1999-05-04,1332.0
1999-05-05,1347.31
1999-05-06,1332.05
1999-05-07,1345.0
1999-05-10,1340.3
1999-05-11,1355.61
1999-05-12,1364.0
1999-05-13,1367.56
1999-05-14,1337.8
1999-05-17,1339.49
1999-05-18,1333.32
1999-05-19,1344.23
1999-05-20,1338.83
1999-05-21,1330.29
1999-05-24,1306.65
1999-05-25,1284.4
1999-05-26,1304.76
1999-05-27,1281.41
1999-05-28,1301.84
1999-05-31,1301.84
1999-06-01,1294.26
1999-06-02,1294.81
1999-06-03,1299.54
1999-06-04,1327.75
1999-06-07,1334.52
1999-06-08,1317.33
1999-06-09,1318.64
1999-06-10,1302.82
1999-06-11,1293.64
1999-06-14,1294.0
1999-06-15,1301.16
1999-06-16,1330.41
1999-06-17,1339.9
1999-06-18,1342.84
1999-06-21,1349.0
1999-06-22,1335.88
1999-06-23,1333.06
1999-06-24,1315.78
1999-06-25,1315.31
1999-06-28,1331.35
1999-06-29,1351.45
1999-06-30,1372.71
1999-07-01,1380.96
1999-07-02,1391.22
1999-07-05,1391.22
1999-07-06,1388.12
1999-07-07,1395.86
1999-07-08,1394.42
1999-07-09,1403.28
1999-07-12,1399.1
1999-07-13,1393.56
1999-07-14,1398.17
1999-07-15,1409.62
1999-07-16,1418.78
1999-07-19,1407.65
1999-07-20,1377.1
1999-07-21,1379.29
1999-07-22,1360.97
1999-07-23,1356.94
1999-07-26,1347.76
1999-07-27,1362.84
1999-07-28,1365.4
1999-07-29,1341.03
1999-07-30,1328.72
1999-08-02,1328.05
1999-08-03,1322.18
1999-08-04,1305.33
1999-08-05,1313.71
1999-08-06,1300.29
1999-08-09,1297.8
1999-08-10,1281.43
1999-08-11,1301.93
1999-08-12,1298.16
1999-08-13,1327.68
1999-08-16,1330.77
1999-08-17,1344.16
1999-08-18,1332.84
1999-08-19,1323.59
1999-08-20,1336.61
1999-08-23,1360.22
1999-08-24,1363.5
1999-08-25,1381.79
1999-08-26,1362.01
1999-08-27,1348.27
1999-08-30,1324.02
1999-08-31,1320.41
1999-09-01,1331.07
1999-09-02,1319.11
1999-09-03,1357.24
1999-09-06,1357.24
1999-09-07,1350.45
1999-09-08,1344.15
1999-09-09,1347.66
1999-09-10,1351.66
1999-09-13,1344.13
1999-09-14,1336.29
1999-09-15,1317.97
1999-09-16,1318.48
1999-09-17,1335.42
1999-09-20,1335.53
1999-09-21,1307.58
1999-09-22,1310.51
1999-09-23,1280.41
1999-09-24,1277.36
1999-09-27,1283.31
1999-09-28,1282.2
1999-09-29,1268.37
1999-09-30,1282.71
1999-10-01,1282.81
1999-10-04,1304.6
1999-10-05,1301.35
1999-10-06,1325.4
1999-10-07,1317.64
1999-10-08,1336.02
1999-10-11,1335.21
1999-10-12,1313.04
1999-10-13,1285.55
1999-10-14,1283.42
1999-10-15,1247.41
1999-10-18,1254.13
1999-10-19,1261.32
1999-10-20,1289.43
1999-10-21,1283.61
1999-10-22,1301.65
1999-10-25,1293.63
1999-10-26,1281.91
1999-10-27,1296.71
1999-10-28,1342.44
1999-10-29,1362.93
1999-11-01,1354.12
1999-11-02,1347.74
1999-11-03,1354.93
1999-11-04,1362.64
1999-11-05,1370.23
1999-11-08,1377.01
1999-11-09,1365.28
1999-11-10,1373.46
1999-11-11,1381.46
1999-11-12,1396.06
1999-11-15,1394.39
1999-11-16,1420.07
1999-11-17,1410.71
1999-11-18,1424.94
1999-11-19,1422.0
1999-11-22,1420.94
1999-11-23,1404.64
1999-11-24,1417.08
1999-11-25,1417.08
1999-11-26,1416.62
1999-11-29,1407.83
1999-11-30,1388.91
1999-12-01,1397.72
1999-12-02,1409.04
1999-12-03,1433.3
1999-12-06,1423.33
1999-12-07,1409.17
1999-12-08,1403.88
1999-12-09,1408.11
1999-12-10,1417.04
1999-12-13,1415.22
1999-12-14,1403.17
1999-12-15,1413.32
1999-12-16,1418.78
1999-12-17,1421.03
1999-12-20,1418.09
1999-12-21,1433.43
1999-12-22,1436.13
1999-12-23,1458.34
1999-12-24,1458.34
1999-12-27,1457.1
1999-12-28,1457.66
1999-12-29,1463.46
1999-12-30,1464.47
1999-12-31,1469.25
2000-01-03,1455.22
2000-01-04,1399.42
2000-01-05,1402.11
2000-01-06,1403.45
2000-01-07,1441.47
2000-01-10,1457.6
2000-01-11,1438.56
2000-01-12,1432.25
2000-01-13,1449.68
2000-01-14,1465.15
2000-01-17,1465.15
2000-01-18,1455.14
2000-01-19,1455.9
2000-01-20,1445.57
2000-01-21,1441.36
2000-01-24,1401.53
2000-01-25,1410.03
2000-01-26,1404.09
2000-01-27,1398.56
2000-01-28,1360.16
2000-01-31,1394.46
2000-02-01,1409.28
2000-02-02,1409.12
2000-02-03,1424.97
2000-02-04,1424.37
2000-02-07,1424.24
2000-02-08,1441.72
2000-02-09,1411.7
2000-02-10,1416.83
2000-02-11,1387.12
2000-02-14,1389.94
2000-02-15,1402.05
2000-02-16,1387.67
2000-02-17,1388.26
2000-02-18,1346.09
2000-02-21,1346.09
2000-02-22,1352.17
2000-02-23,1360.69
2000-02-24,1353.43
2000-02-25,1333.36
2000-02-28,1348.05
2000-02-29,1366.42
2000-03-01,1379.19
2000-03-02,1381.76
2000-03-03,1409.17
2000-03-06,1391.28
2000-03-07,1355.62
2000-03-08,1366.7
2000-03-09,1401.69
2000-03-10,1395.07
2000-03-13,1383.62
2000-03-14,1359.15
2000-03-15,1392.15
2000-03-16,1458.47
2000-03-17,1464.47
2000-03-20,1456.63
2000-03-21,1493.87
2000-03-22,1500.64
2000-03-23,1527.35
2000-03-24,1527.46
2000-03-27,1523.86
2000-03-28,1507.73
2000-03-29,1508.52
2000-03-30,1487.92
2000-03-31,1498.58
2000-04-03,1505.97
2000-04-04,1494.73
2000-04-05,1487.37
2000-04-06,1501.34
2000-04-07,1516.35
2000-04-10,1504.46
2000-04-11,1500.59
2000-04-12,1467.17
2000-04-13,1440.51
2000-04-14,1356.56
2000-04-17,1401.44
2000-04-18,1441.61
2000-04-19,1427.47
2000-04-20,1434.54
2000-04-21,1434.54
2000-04-24,1429.86
2000-04-25,1477.44
2000-04-26,1460.99
2000-04-27,1464.92
2000-04-28,1452.43
2000-05-01,1468.25
2000-05-02,1446.29
2000-05-03,1415.1
2000-05-04,1409.57
2000-05-05,1432.63
2000-05-08,1424.17
2000-05-09,1412.14
2000-05-10,1383.05
2000-05-11,1407.81
2000-05-12,1420.96
2000-05-15,1452.36
2000-05-16,1466.04
2000-05-17,1447.8
2000-05-18,1437.21
2000-05-19,1406.95
2000-05-22,1400.72
2000-05-23,1373.86
2000-05-24,1399.05
2000-05-25,1381.52
2000-05-26,1378.02
2000-05-29,1378.02
2000-05-30,1422.45
2000-05-31,1420.6
2000-06-01,1448.81
2000-06-02,1477.26
2000-06-05,1467.63
2000-06-06,1457.84
2000-06-07,1471.36
2000-06-08,1461.67
2000-06-09,1456.95
2000-06-12,1446.0
2000-06-13,1469.44
2000-06-14,1470.54
2000-06-15,1478.73
2000-06-16,1464.46
2000-06-19,1486.0
2000-06-20,1475.95
2000-06-21,1479.13
2000-06-22,1452.18
2000-06-23,1441.48
2000-06-26,1455.31
2000-06-27,1450.55
2000-06-28,1454.82
2000-06-29,1442.39
2000-06-30,1454.6
2000-07-03,1469.54
2000-07-04,1469.54
2000-07-05,1446.23
2000-07-06,1456.67
2000-07-07,1478.9
2000-07-10,1475.62
2000-07-11,1480.88
2000-07-12,1492.92
2000-07-13,1495.84
2000-07-14,1509.98
2000-07-17,1510.49
2000-07-18,1493.74
2000-07-19,1481.96
2000-07-20,1495.57
2000-07-21,1480.19
2000-07-24,1464.29
2000-07-25,1474.47
2000-07-26,1452.42
2000-07-27,1449.62
2000-07-28,1419.89
2000-07-31,1430.83
2000-08-01,1438.1
2000-08-02,1438.7
2000-08-03,1452.56
2000-08-04,1462.93
2000-08-07,1479.32
2000-08-08,1482.8
2000-08-09,1472.87
2000-08-10,1460.25
2000-08-11,1471.84
2000-08-14,1491.56
2000-08-15,1484.43
2000-08-16,1479.85
2000-08-17,1496.07
2000-08-18,1491.72
2000-08-21,1499.48
2000-08-22,1498.13
2000-08-23,1505.97
2000-08-24,1508.31
2000-08-25,1506.45
2000-08-28,1514.09
2000-08-29,1509.84
2000-08-30,1502.59
2000-08-31,1517.68
2000-09-01,1520.77
2000-09-04,1520.77
2000-09-05,1507.08
2000-09-06,1492.25
2000-09-07,1502.51
2000-09-08,1494.5
2000-09-11,1489.26
2000-09-12,1481.99
2000-09-13,1484.91
2000-09-14,1480.87
2000-09-15,1465.81
2000-09-18,1444.51
2000-09-19,1459.9
2000-09-20,1451.34
2000-09-21,1449.05
2000-09-22,1448.72
2000-09-25,1439.03
2000-09-26,1427.21
2000-09-27,1426.57
2000-09-28,1458.29
2000-09-29,1436.51
2000-10-02,1436.23
2000-10-03,1426.46
2000-10-04,1434.32
2000-10-05,1436.28
2000-10-06,1408.99
2000-10-09,1402.03
2000-10-10,1387.02
2000-10-11,1364.59
2000-10-12,1329.78
2000-10-13,1374.17
2000-10-16,1374.62
2000-10-17,1349.97
2000-10-18,1342.13
2000-10-19,1388.76
2000-10-20,1396.93
2000-10-23,1395.78
2000-10-24,1398.13
2000-10-25,1364.9
2000-10-26,1364.44
2000-10-27,1379.58
2000-10-30,1398.66
2000-10-31,1429.4
2000-11-01,1421.22
2000-11-02,1428.32
2000-11-03,1426.69
2000-11-06,1432.19
2000-11-07,1431.87
2000-11-08,1409.28
2000-11-09,1400.14
2000-11-10,1365.98
2000-11-13,1351.26
2000-11-14,1382.95
2000-11-15,1389.81
2000-11-16,1372.32
2000-11-17,1367.72
2000-11-20,1342.62
2000-11-21,1347.35
2000-11-22,1322.36
2000-11-23,1322.36
2000-11-24,1341.77
2000-11-27,1348.97
2000-11-28,1336.09
2000-11-29,1341.91
2000-11-30,1314.95
2000-12-01,1315.23
2000-12-04,1324.97
2000-12-05,1376.54
2000-12-06,1351.46
2000-12-07,1343.55
2000-12-08,1369.89
2000-12-11,1380.2
2000-12-12,1371.18
2000-12-13,1359.99
2000-12-14,1340.93
2000-12-15,1312.15
2000-12-18,1322.74
2000-12-19,1305.6
2000-12-20,1264.74
2000-12-21,1274.86
2000-12-22,1305.97
2000-12-25,1305.97
2000-12-26,1315.19
2000-12-27,1328.92
2000-12-28,1334.22
2000-12-29,1320.28
2001-01-01,1320.28
2001-01-02,1283.27
2001-01-03,1347.56
2001-01-04,1333.34
2001-01-05,1298.35
2001-01-08,1295.86
2001-01-09,1300.8
2001-01-10,1313.27
2001-01-11,1326.82
2001-01-12,1318.32
2001-01-15,1318.32
2001-01-16,1326.65
2001-01-17,1329.47
2001-01-18,1347.97
2001-01-19,1342.54
2001-01-22,1342.9
2001-01-23,1360.4
2001-01-24,1364.3
2001-01-25,1357.51
2001-01-26,1354.95
2001-01-29,1364.17
2001-01-30,1373.73
2001-01-31,1366.01
2001-02-01,1373.47
2001-02-02,1349.47
2001-02-05,1354.31
2001-02-06,1352.26
2001-02-07,1340.89
2001-02-08,1332.53
2001-02-09,1314.76
2001-02-12,1330.31
2001-02-13,1318.8
2001-02-14,1315.92
2001-02-15,1326.61
2001-02-16,1301.53
2001-02-19,1301.53
2001-02-20,1278.94
2001-02-21,1255.27
2001-02-22,1252.82
2001-02-23,1245.86
2001-02-26,1267.65
2001-02-27,1257.94
2001-02-28,1239.94
2001-03-01,1241.23
2001-03-02,1234.18
2001-03-05,1241.41
2001-03-06,1253.8
2001-03-07,1261.89
2001-03-08,1264.74
2001-03-09,1233.42
2001-03-12,1180.16
2001-03-13,1197.66
2001-03-14,1166.71
2001-03-15,1173.56
2001-03-16,1150.53
2001-03-19,1170.81
2001-03-20,1142.62
2001-03-21,1122.14
2001-03-22,1117.58
2001-03-23,1139.83
2001-03-26,1152.69
2001-03-27,1182.17
2001-03-28,1153.29
2001-03-29,1147.95
2001-03-30,1160.33
2001-04-02,1145.87
2001-04-03,1106.46
2001-04-04,1103.25
2001-04-05,1151.44
2001-04-06,1128.43
2001-04-09,1137.59
2001-04-10,1168.38
2001-04-11,1165.89
2001-04-12,1183.5
2001-04-13,1183.5
2001-04-16,1179.68
2001-04-17,1191.81
2001-04-18,1238.16
2001-04-19,1253.7
2001-04-20,1242.98
2001-04-23,1224.36
2001-04-24,1209.47
2001-04-25,1228.75
2001-04-26,1234.52
2001-04-27,1253.05
2001-04-30,1249.46
2001-05-01,1266.44
2001-05-02,1267.43
2001-05-03,1248.58
2001-05-04,1266.61
2001-05-07,1263.51
2001-05-08,1261.2
2001-05-09,1255.54
2001-05-10,1255.18
2001-05-11,1245.67
2001-05-14,1248.92
2001-05-15,1249.44
2001-05-16,1284.99
2001-05-17,1288.49
2001-05-18,1291.96
2001-05-21,1312.83
2001-05-22,1309.38
2001-05-23,1289.05
2001-05-24,1293.17
2001-05-25,1277.89
2001-05-28,1277.89
2001-05-29,1267.93
2001-05-30,1248.08
2001-05-31,1255.82
2001-06-01,1260.67
2001-06-04,1267.11
2001-06-05,1283.57
2001-06-06,1270.03
2001-06-07,1276.96
2001-06-08,1264.96
2001-06-11,1254.39
2001-06-12,1255.85
2001-06-13,1241.6
2001-06-14,1219.87
2001-06-15,1214.36
2001-06-18,1208.43
2001-06-19,1212.58
2001-06-20,1223.14
2001-06-21,1237.04
2001-06-22,1225.35
2001-06-25,1218.6
2001-06-26,1216.76
2001-06-27,1211.07
2001-06-28,1226.2
2001-06-29,1224.42
2001-07-02,1236.71
2001-07-03,1234.45
2001-07-04,1234.45
2001-07-05,1219.24
2001-07-06,1190.59
2001-07-09,1198.78
2001-07-10,1181.52
2001-07-11,1180.18
2001-07-12,1208.14
2001-07-13,1215.68
2001-07-16,1202.45
2001-07-17,1214.44
2001-07-18,1207.71
2001-07-19,1215.02
2001-07-20,1210.85
2001-07-23,1191.03
2001-07-24,1171.65
2001-07-25,1190.49
2001-07-26,1202.93
2001-07-27,1205.82
2001-07-30,1204.52
2001-07-31,1211.23
2001-08-01,1215.93
2001-08-02,1220.75
2001-08-03,1214.35
2001-08-06,1200.48
2001-08-07,1204.4
2001-08-08,1183.53
2001-08-09,1183.43
2001-08-10,1190.16
2001-08-13,1191.29
2001-08-14,1186.73
2001-08-15,1178.02
2001-08-16,1181.66
2001-08-17,1161.97
2001-08-20,1171.41
2001-08-21,1157.26
2001-08-22,1165.31
2001-08-23,1162.09
2001-08-24,1184.93
2001-08-27,1179.21
2001-08-28,1161.51
2001-08-29,1148.6
2001-08-30,1129.03
2001-08-31,1133.58
2001-09-03,1133.58
2001-09-04,1132.94
2001-09-05,1131.74
2001-09-06,1106.4
2001-09-07,1085.78
2001-09-10,1092.54
2001-09-11,1092.54
2001-09-12,1092.54
2001-09-13,1092.54
2001-09-14,1092.54
2001-09-17,1038.77
2001-09-18,1032.74
2001-09-19,1016.1
2001-09-20,984.54
2001-09-21,965.8
2001-09-24,1003.45
2001-09-25,1012.27
2001-09-26,1007.04
2001-09-27,1018.61
2001-09-28,1040.94
2001-10-01,1038.55
2001-10-02,1051.33
2001-10-03,1072.28
2001-10-04,1069.63
2001-10-05,1071.38
2001-10-08,1062.44
2001-10-09,1056.75
2001-10-10,1080.99
2001-10-11,1097.43
2001-10-12,1091.65
2001-10-15,1089.98
2001-10-16,1097.54
2001-10-17,1077.09
2001-10-18,1068.61
2001-10-19,1073.48
2001-10-22,1089.9
2001-10-23,1084.78
2001-10-24,1085.2
2001-10-25,1100.09
2001-10-26,1104.61
2001-10-29,1078.3
2001-10-30,1059.79
2001-10-31,1059.78
2001-11-01,1084.1
2001-11-02,1087.2
2001-11-05,1102.84
2001-11-06,1118.86
2001-11-07,1115.8
2001-11-08,1118.54
2001-11-09,1120.31
2001-11-12,1118.33
2001-11-13,1139.09
2001-11-14,1141.21
2001-11-15,1142.24
2001-11-16,1138.65
2001-11-19,1151.06
2001-11-20,1142.66
2001-11-21,1137.03
2001-11-22,1137.03
2001-11-23,1150.34
2001-11-26,1157.42
2001-11-27,1149.5
2001-11-28,1128.52
2001-11-29,1140.2
2001-11-30,1139.45
2001-12-03,1129.9
2001-12-04,1144.8
2001-12-05,1170.35
2001-12-06,1167.1
2001-12-07,1158.31
2001-12-10,1139.93
2001-12-11,1136.76
2001-12-12,1137.07
2001-12-13,1119.38
2001-12-14,1123.09
2001-12-17,1134.36
2001-12-18,1142.92
2001-12-19,1149.56
2001-12-20,1139.93
2001-12-21,1144.89
2001-12-24,1144.65
2001-12-25,1144.65
2001-12-26,1149.37
2001-12-27,1157.13
2001-12-28,1161.02
2001-12-31,1148.0830640000001
2002-01-01,1148.0830640000001
2002-01-02,1154.669691
2002-01-03,1165.27137
2002-01-04,1172.5082730000001
2002-01-07,1164.888791
2002-01-08,1160.706527
2002-01-09,1155.139693
2002-01-10,1156.550484
2002-01-11,1145.597427
2002-01-14,1138.405436
2002-01-15,1146.188827
2002-01-16,1127.5657019999999
2002-01-17,1138.882539
2002-01-18,1127.5753619999998
2002-01-21,1127.5753619999998
2002-01-22,1119.306734
2002-01-23,1128.1845859999999
2002-01-24,1132.154893
2002-01-25,1133.283925
2002-01-28,1133.0643
2002-01-29,1100.642571
2002-01-30,1113.5713289999999
2002-01-31,1130.204614
2002-02-01,1122.195325
2002-02-04,1094.436396
2002-02-05,1090.018096
2002-02-06,1083.505883
2002-02-07,1080.170542
2002-02-08,1096.224081
2002-02-11,1111.935355
2002-02-12,1107.499633
2002-02-13,1118.510272
2002-02-14,1116.475539
2002-02-15,1104.184329
2002-02-18,1104.184329
2002-02-19,1083.335901
2002-02-20,1097.982915
2002-02-21,1080.947005
2002-02-22,1089.837835
2002-02-25,1109.4349109999998
2002-02-26,1109.378934
2002-02-27,1109.8874759999999
2002-02-28,1106.733428
2002-03-01,1131.782937
2002-03-04,1153.8444
2002-03-05,1146.135102
2002-03-06,1162.766347
2002-03-07,1157.536187
2002-03-08,1164.3061050000001
2002-03-11,1168.258824
2002-03-12,1165.581659
2002-03-13,1154.088068
2002-03-14,1153.039075
2002-03-15,1166.155241
2002-03-18,1165.549878
2002-03-19,1170.285966
2002-03-20,1151.847917
2002-03-21,1153.586453
2002-03-22,1148.69542
2002-03-25,1131.868457
2002-03-26,1138.4937949999999
2002-03-27,1144.58149
2002-03-28,1147.386508
2002-03-29,1147.386508
2002-04-01,1146.544881
2002-04-02,1136.764933
2002-04-03,1125.4025490000001
2002-04-04,1126.338493
2002-04-05,1122.7295490000001
2002-04-08,1125.287717
2002-04-09,1117.800874
2002-04-10,1130.465022
2002-04-11,1103.6869550000001
2002-04-12,1111.013592
2002-04-15,1102.546381
2002-04-16,1128.370118
2002-04-17,1126.070381
2002-04-18,1124.474549
2002-04-19,1125.167827
2002-04-22,1107.829946
2002-04-23,1100.9585869999999
2002-04-24,1093.139531
2002-04-25,1091.483656
2002-04-26,1076.317027
2002-04-29,1065.454983
2002-04-30,1076.923961
2002-05-01,1086.457793
2002-05-02,1084.563306
2002-05-03,1073.426357
2002-05-06,1052.665831
2002-05-07,1049.487309
2002-05-08,1088.8450810000002
2002-05-09,1073.008294
2002-05-10,1054.986093
2002-05-13,1074.561114
2002-05-14,1097.2799619999998
2002-05-15,1091.065854
2002-05-16,1098.228372
2002-05-17,1106.592235
2002-05-20,1091.876457
2002-05-21,1079.877807
2002-05-22,1086.015722
2002-05-23,1097.082549
2002-05-24,1083.821709
2002-05-27,1083.821709
2002-05-28,1074.547904
2002-05-29,1067.66083
2002-05-30,1064.659731
2002-05-31,1067.1380960000001
2002-06-03,1040.677999
2002-06-04,1040.689961
2002-06-05,1049.903608
2002-06-06,1029.14687
2002-06-07,1027.527439
2002-06-10,1030.735601
2002-06-11,1013.5953890000001
2002-06-12,1020.2587470000001
2002-06-13,1009.560983
2002-06-14,1007.274824
2002-06-17,1036.170277
2002-06-18,1037.136744
2002-06-19,1019.9906289999999
2002-06-20,1006.287767
2002-06-21,989.135182
2002-06-24,992.715221
2002-06-25,976.137202
2002-06-26,973.5251109999999
2002-06-27,990.637242
2002-06-28,989.814358
2002-07-01,968.648203
2002-07-02,948.085418
2002-07-03,953.9913740000001
2002-07-04,953.9913740000001
2002-07-05,989.025514
2002-07-08,976.979896
2002-07-09,952.8310349999999
2002-07-10,920.4691859999999
2002-07-11,927.3748029999999
2002-07-12,921.392198
2002-07-15,917.9304050000001
2002-07-16,901.054106
2002-07-17,906.039541
2002-07-18,881.562356
2002-07-19,847.7617460000001
2002-07-22,819.84907
2002-07-23,797.696571
2002-07-24,843.419441
2002-07-25,838.684613
2002-07-26,852.836057
2002-07-29,898.959151
2002-07-30,902.784141
2002-07-31,911.618998
2002-08-01,884.657276
2002-08-02,864.244608
2002-08-05,834.599857
2002-08-06,859.566006
2002-08-07,876.7729929999999
2002-08-08,905.4596960000001
2002-08-09,908.636859
2002-08-12,903.798341
2002-08-13,884.21283
2002-08-14,919.6245349999999
2002-08-15,930.253781
2002-08-16,928.772856
2002-08-19,950.7205240000001
2002-08-20,937.42583
2002-08-21,949.364935
2002-08-22,962.700291
2002-08-23,940.86423
2002-08-26,947.951265
2002-08-27,934.8243130000001
2002-08-28,917.8726119999999
2002-08-29,917.800178
2002-08-30,916.0730369999999
2002-09-02,916.0730369999999
2002-09-03,878.018337
2002-09-04,893.4049699999999
2002-09-05,879.1502220000001
2002-09-06,893.9167560000001
2002-09-09,902.959105
2002-09-10,909.5764869999999
2002-09-11,909.446066
2002-09-12,886.906566
2002-09-13,889.806139
2002-09-16,891.099741
2002-09-17,873.5164460000001
2002-09-18,869.456277
2002-09-19,843.3211130000001
2002-09-20,845.39094
2002-09-23,833.703729
2002-09-24,819.287011
2002-09-25,839.65717
2002-09-26,854.947244
2002-09-27,827.367472
2002-09-30,815.284643
2002-10-01,847.9124039999999
2002-10-02,827.909982
2002-10-03,818.952771
2002-10-04,800.582623
2002-10-07,785.275666
2002-10-08,798.546092
2002-10-09,776.7626769999999
2002-10-10,803.9197839999999
2002-10-11,835.319004
2002-10-14,841.438673
2002-10-15,881.26818
2002-10-16,860.0246970000001
2002-10-17,879.199441
2002-10-18,884.393516
2002-10-21,899.724132
2002-10-22,890.164591
2002-10-23,896.138997
2002-10-24,882.4970400000001
2002-10-25,897.6498630000001
2002-10-28,890.2251779999999
2002-10-29,882.145922
2002-10-30,890.713759
2002-10-31,885.762442
2002-11-01,900.963607
2002-11-04,908.3459529999999
2002-11-05,915.3937070000001
2002-11-06,923.7577560000001
2002-11-07,902.650081
2002-11-08,894.7423279999999
2002-11-11,876.18656
2002-11-12,882.9538150000001
2002-11-13,882.525072
2002-11-14,904.265668
2002-11-15,909.834627
2002-11-18,900.360201
2002-11-19,896.7399630000001
2002-11-20,914.1459869999999
2002-11-21,933.760359
2002-11-22,930.54792
2002-11-25,932.8778970000001
2002-11-26,913.3105720000001
2002-11-27,938.8693509999999
2002-11-28,938.8693509999999
2002-11-29,936.313645
2002-12-02,934.526391
2002-12-03,920.745214
2002-12-04,917.573024
2002-12-05,906.5475470000001
2002-12-06,912.2328960000001
2002-12-09,892.003351
2002-12-10,904.4543199999999
2002-12-11,904.956232
2002-12-12,901.593107
2002-12-13,889.4783470000001
2002-12-16,910.40297
2002-12-17,902.992863
2002-12-18,891.1194960000001
2002-12-19,884.2546460000001
2002-12-20,895.746483
2002-12-23,897.378675
2002-12-24,892.468903
2002-12-25,892.468903
2002-12-26,889.6605210000001
2002-12-27,875.395256
2002-12-30,879.392177
2002-12-31,879.819114
2003-01-01,879.819114
2003-01-02,909.0269099999999
2003-01-03,908.5897259999999
2003-01-06,929.0081869999999
2003-01-07,922.934145
2003-01-08,909.9334970000001
2003-01-09,927.577019
2003-01-10,927.568449
2003-01-13,926.2600630000001
2003-01-14,931.658723
2003-01-15,918.217257
2003-01-16,914.597833
2003-01-17,901.7846289999999
2003-01-20,901.7846289999999
2003-01-21,887.622409
2003-01-22,878.363198
2003-01-23,887.3389369999999
2003-01-24,861.401966
2003-01-27,847.4760130000001
2003-01-28,858.5436589999999
2003-01-29,864.3592470000001
2003-01-30,844.614806
2003-01-31,855.699907
2003-02-03,860.321368
2003-02-04,848.2013599999999
2003-02-05,843.590609
2003-02-06,838.147274
2003-02-07,829.6917990000001
2003-02-10,835.968393
2003-02-11,829.198492
2003-02-12,818.675728
2003-02-13,817.3741349999999
2003-02-14,834.885448
2003-02-17,834.885448
2003-02-18,851.1714119999999
2003-02-19,845.131917
2003-02-20,837.100667
2003-02-21,848.170809
2003-02-24,832.5842700000001
2003-02-25,838.5746839999999
2003-02-26,827.5541440000001
2003-02-27,837.275196
2003-02-28,841.150197
2003-03-03,834.810379
2003-03-04,821.9877299999999
